age,workclass,education,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,class,predicted
>47,Private,High School grad,Never-Married,White-Collar,Unmarried,Black,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Service,Own-child,Black,Male,0,0,<=40,<=50K,<=50K
>47,Local-gov,Bachelors,Widowed,Admin,Unmarried,Asian-Pac-Islander,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Dropout,Never-Married,Sales,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,Masters,Separated,Other,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Local-gov,Associates,Separated,White-Collar,Unmarried,White,Male,0,0,>45,<=50K,<=50K
<=28,State-gov,High School grad,Never-Married,Professional,Not-in-family,Black,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Bachelors,Widowed,Sales,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Doctorate,Married,Sales,Husband,White,Male,0,0,<=40,>50K,>50K
>47,Local-gov,Dropout,Widowed,Service,Not-in-family,White,Female,0,0,(40-45],<=50K,<=50K
>47,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<=40,>50K,>50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,>50K
(37-47],Private,High School grad,Married,Professional,Husband,White,Male,0,0,<=40,>50K,<=50K
>47,Self-emp-not-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
(37-47],Private,Dropout,Widowed,Blue-Collar,Unmarried,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Married,Sales,Husband,White,Male,Low,0,<=40,<=50K,<=50K
>47,Private,Bachelors,Separated,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Never-Married,Sales,Not-in-family,White,Female,0,0,>45,<=50K,>50K
(28-37],Private,Dropout,Separated,Blue-Collar,Not-in-family,Black,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,Other,Husband,White,Male,0,0,>45,>50K,<=50K
>47,Private,High School grad,Married,Service,Husband,White,Male,0,High,<=40,>50K,>50K
(37-47],Federal-gov,Associates,Separated,Blue-Collar,Unmarried,Black,Male,0,Low,<=40,<=50K,<=50K
>47,Private,High School grad,Widowed,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,(40-45],>50K,>50K
>47,Self-emp-inc,Bachelors,Married,White-Collar,Husband,White,Male,0,High,>45,>50K,>50K
(37-47],Private,Bachelors,Married,Professional,Husband,White,Male,Low,0,<=40,>50K,>50K
(28-37],Private,Dropout,Never-Married,Service,Unmarried,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
(37-47],Private,Bachelors,Married,Admin,Husband,White,Male,0,0,(40-45],>50K,<=50K
(37-47],Self-emp-not-inc,Associates,Married,White-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,(40-45],<=50K,<=50K
>47,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,>45,>50K,>50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,Other,Male,0,High,<=40,>50K,<=50K
(28-37],Private,High School grad,Separated,White-Collar,Unmarried,White,Female,0,0,>45,<=50K,<=50K
>47,Local-gov,High School grad,Widowed,Admin,Other-relative,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Local-gov,Bachelors,Married,Admin,Wife,White,Female,High,0,<=40,>50K,>50K
>47,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,<=40,<=50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Separated,Other,Unmarried,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Federal-gov,High School grad,Married,Admin,Husband,White,Male,Low,0,>45,>50K,>50K
<=28,Private,Dropout,Never-Married,Service,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,(40-45],<=50K,<=50K
>47,Private,High School grad,Widowed,Sales,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,State-gov,Bachelors,Never-Married,Admin,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,Local-gov,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Unmarried,White,Male,0,0,(40-45],<=50K,<=50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
>47,Federal-gov,High School grad,Widowed,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Married,Sales,Husband,White,Male,0,0,(40-45],>50K,>50K
(37-47],Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,>50K
>47,Private,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Other-relative,Asian-Pac-Islander,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,Associates,Widowed,Admin,Other-relative,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Self-emp-not-inc,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
(37-47],Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
(28-37],Private,Bachelors,Separated,Other,Not-in-family,Black,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,Bachelors,Married,Professional,Husband,White,Male,0,Low,<=40,>50K,>50K
(37-47],Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
(28-37],Private,High School grad,Separated,Blue-Collar,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(28-37],State-gov,Bachelors,Married,Professional,Wife,Asian-Pac-Islander,Female,0,0,<=40,>50K,>50K
<=28,Private,High School grad,Never-Married,Other,Not-in-family,Other,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,Bachelors,Widowed,Sales,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Local-gov,Bachelors,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Separated,Blue-Collar,Own-child,White,Female,Low,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,Service,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Married,Sales,Wife,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Dropout,Separated,Sales,Own-child,Asian-Pac-Islander,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Never-Married,Blue-Collar,Other-relative,Other,Male,0,0,<=40,<=50K,<=50K
>47,State-gov,Masters,Married,White-Collar,Husband,White,Male,0,0,<=40,>50K,>50K
(28-37],Private,Doctorate,Married,Professional,Husband,White,Male,0,0,(40-45],>50K,>50K
<=28,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Federal-gov,Associates,Never-Married,Admin,Own-child,Black,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,Sales,Husband,White,Male,0,High,(40-45],>50K,>50K
>47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Never-Married,Blue-Collar,Other-relative,White,Female,0,0,<=40,<=50K,<=50K
>47,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Doctorate,Separated,Professional,Not-in-family,White,Male,0,0,<=40,>50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Separated,Sales,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
>47,Self-emp-inc,Bachelors,Married,Sales,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Associates,Married,Other,Husband,White,Male,0,0,<=40,>50K,>50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],State-gov,High School grad,Never-Married,Other,Other-relative,Asian-Pac-Islander,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Married,White-Collar,Wife,White,Female,0,0,(40-45],>50K,>50K
(28-37],Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Separated,Service,Not-in-family,White,Female,High,0,<=40,>50K,>50K
>47,Private,High School grad,Widowed,Service,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Associates,Married,Other,Husband,White,Male,0,0,>45,>50K,<=50K
>47,Private,High School grad,Widowed,Service,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Professional,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Separated,Service,Other-relative,Other,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Professional,Husband,White,Male,0,0,>45,<=50K,<=50K
<=28,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Separated,White-Collar,Not-in-family,White,Male,0,0,<=40,>50K,>50K
<=28,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,<=40,<=50K,<=50K
>47,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,High,>45,>50K,>50K
(37-47],Private,Bachelors,Married,Other,Wife,White,Female,0,0,<=40,<=50K,>50K
>47,State-gov,High School grad,Married,White-Collar,Husband,White,Male,Low,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,(40-45],<=50K,<=50K
(28-37],Federal-gov,Bachelors,Never-Married,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Masters,Separated,Professional,Unmarried,White,Female,0,0,<=40,>50K,<=50K
>47,Private,Bachelors,Married,White-Collar,Husband,White,Male,High,0,<=40,>50K,>50K
>47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,Low,0,<=40,>50K,>50K
(37-47],Private,High School grad,Never-Married,Blue-Collar,Unmarried,Black,Male,0,0,<=40,<=50K,<=50K
>47,Private,Bachelors,Married,Sales,Husband,White,Male,High,0,>45,>50K,>50K
(28-37],Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
(37-47],Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
>47,Federal-gov,High School grad,Separated,Admin,Unmarried,White,Female,0,High,<=40,<=50K,<=50K
(37-47],Self-emp-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,>50K,>50K
(28-37],Private,Prof-School,Married,Professional,Husband,White,Male,0,0,>45,>50K,>50K
(37-47],Private,Masters,Married,White-Collar,Husband,White,Male,0,0,<=40,>50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Masters,Married,Professional,Wife,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Associates,Separated,Sales,Not-in-family,White,Female,0,0,<=40,>50K,<=50K
(28-37],Private,High School grad,Separated,Blue-Collar,Unmarried,White,Female,0,0,>45,>50K,<=50K
(28-37],Private,High School grad,Married,Blue-Collar,Wife,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Married,Blue-Collar,Husband,Black,Male,Low,0,<=40,>50K,>50K
<=28,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
(37-47],Private,High School grad,Married,Sales,Husband,White,Male,0,0,<=40,<=50K,>50K
<=28,Private,High School grad,Never-Married,Service,Own-child,Black,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Masters,Separated,Professional,Not-in-family,White,Female,0,High,>45,<=50K,<=50K
<=28,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,Service,Husband,Other,Male,0,0,<=40,>50K,<=50K
(37-47],Private,High School grad,Married,Other,Husband,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Masters,Never-Married,White-Collar,Not-in-family,White,Male,0,0,(40-45],<=50K,<=50K
(37-47],Private,Prof-School,Separated,Professional,Not-in-family,White,Male,0,0,(40-45],>50K,>50K
(28-37],Private,Associates,Separated,Sales,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,Associates,Married,White-Collar,Wife,White,Female,0,0,>45,<=50K,>50K
<=28,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Married,Admin,Wife,White,Female,Low,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,Professional,Husband,White,Male,0,0,<=40,>50K,>50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,Dropout,Married,Admin,Husband,Black,Male,0,0,<=40,<=50K,<=50K
>47,Local-gov,Masters,Widowed,Professional,Unmarried,White,Female,0,0,(40-45],<=50K,<=50K
(37-47],Private,High School grad,Married,Admin,Wife,White,Female,0,0,<=40,>50K,<=50K
>47,Self-emp-not-inc,Prof-School,Married,Sales,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Married,Professional,Wife,White,Female,0,Low,<=40,>50K,>50K
>47,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,<=40,>50K,>50K
(37-47],Private,High School grad,Widowed,White-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,>45,>50K,>50K
(28-37],Private,High School grad,Never-Married,White-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-inc,Masters,Married,Sales,Husband,Asian-Pac-Islander,Male,0,High,<=40,>50K,>50K
<=28,Private,Associates,Married,Blue-Collar,Wife,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,Dropout,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Admin,Own-child,Black,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Never-Married,Admin,Unmarried,White,Female,0,High,<=40,<=50K,<=50K
(37-47],Local-gov,Bachelors,Married,Other,Husband,White,Male,0,0,>45,<=50K,>50K
<=28,Private,High School grad,Never-Married,White-Collar,Not-in-family,White,Female,0,0,>45,<=50K,<=50K
<=28,Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Local-gov,Bachelors,Married,Professional,Husband,White,Male,0,High,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Married,Sales,Husband,White,Male,0,0,>45,>50K,<=50K
<=28,Private,Bachelors,Never-Married,Admin,Own-child,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
(37-47],Private,High School grad,Separated,Sales,Unmarried,White,Male,0,0,>45,<=50K,<=50K
>47,Private,High School grad,Separated,Admin,Other-relative,Black,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
>47,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
>47,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,>50K
(28-37],Private,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Admin,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
(28-37],Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
<=28,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Separated,Professional,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,>45,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(28-37],Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
<=28,State-gov,High School grad,Married,Other,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Bachelors,Separated,Professional,Not-in-family,White,Male,0,0,<=40,>50K,<=50K
(28-37],Private,Associates,Separated,Sales,Unmarried,White,Female,0,Low,<=40,<=50K,<=50K
(28-37],Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Admin,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Dropout,Married,Service,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Bachelors,Married,Service,Husband,Black,Male,0,0,<=40,<=50K,<=50K
(28-37],Private,High School grad,Separated,Service,Unmarried,Amer-Indian-Eskimo,Female,0,0,>45,<=50K,<=50K
>47,Private,Associates,Married,Admin,Husband,White,Male,0,0,>45,>50K,>50K
(37-47],Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,>50K,<=50K
<=28,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,Dropout,Married,Service,Husband,Black,Male,0,0,<=40,>50K,<=50K
<=28,State-gov,Masters,Married,Professional,Husband,Asian-Pac-Islander,Male,0,0,<=40,<=50K,<=50K
(28-37],Federal-gov,Bachelors,Never-Married,Other,Not-in-family,White,Male,0,Low,>45,<=50K,<=50K
(28-37],Private,High School grad,Separated,Sales,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,High School grad,Never-Married,Sales,Unmarried,White,Female,0,0,<=40,<=50K,<=50K
<=28,Private,Bachelors,Never-Married,Service,Own-child,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,>45,<=50K,<=50K
<=28,Private,Dropout,Married,Blue-Collar,Wife,White,Female,0,0,<=40,<=50K,<=50K
>47,Private,Masters,Never-Married,Professional,Not-in-family,White,Male,0,0,>45,<=50K,>50K
<=28,Local-gov,Masters,Married,White-Collar,Wife,White,Female,0,Low,<=40,>50K,<=50K
(37-47],Private,Masters,Married,Service,Husband,Asian-Pac-Islander,Male,0,0,<=40,<=50K,<=50K
>47,Private,Masters,Married,White-Collar,Husband,White,Male,High,0,<=40,>50K,>50K
>47,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,<=40,<=50K,<=50K
>47,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,>45,>50K,>50K
(37-47],Private,High School grad,Married,Sales,Other-relative,White,Female,0,0,<=40,<=50K,<=50K
(37-47],Private,Masters,Separated,Admin,Not-in-family,White,Male,0,0,<=40,<=50K,<=50K
